Contributor/Author,Date Accessioned,Date Available,Date Issued,Link,Publisher,Rights,Subjects,Title,Filename,FileSize,Category,Language
Chidan'barayya Hosakere,2010-08-10T09:15:25Z,2010-08-10T09:15:25Z,1948//,http://oudl_osmania_ac_in/handle/OUDL/3730,Bi Bi D'i Pavaraa Pres,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Bharatana Ban'dhupreima,198797_OU_Bharatana_Ban'dhupreima.pdf,7.234Mb,Publications,Kannada
Vaasu,2010-08-10T09:06:32Z,2010-08-10T09:06:32Z,1946//,http://oudl_osmania_ac_in/handle/OUDL/3701,Prabhaata Saahitya,IN_COPYRIGHT,GEOGRAPHY;BIOGRAPHY;HISTORY;History_Science of history;Ancillary sciences;General history;History as a science;Theory and philosophy of history,Khagool'a Puraand-a,198660_OU_Khagool'a_Puraand-a.pdf,7.245Mb,Publications,Kannada
Bhat't'a Bi Shreinivaasa,2010-08-10T09:06:32Z,2010-08-10T09:06:32Z,1924//,http://oudl_osmania_ac_in/handle/OUDL/3702,Shrei Krxshhnd-a Mudrand-aalaya,IN_COPYRIGHT,GEOGRAPHY;BIOGRAPHY;HISTORY;History_Science of history;Ancillary sciences;General history;History as a science;Theory and philosophy of history,Shrei Vaadiraaja Guruvara Charitre Prathamaavrxtti,198689_OU_Shrei_Vaadiraaja_Guruvara_Charitre.pdf,3.530Mb,Publications,Kannada
Shreikan't'ha,2010-08-10T09:56:05Z,2010-08-10T09:56:05Z,1950//,http://oudl_osmania_ac_in/handle/OUDL/4093,Bhaalachan'dra Phaand-eikara,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Deivara Saamraajya 4,200206_OU_Deivara_Saamraajya_4.pdf,9.545Mb,Publications,Kannada
Vanavihaari,2010-08-10T10:33:49Z,2010-08-10T10:33:49Z,1941/02/17,http://oudl_osmania_ac_in/handle/OUDL/4667,Bhaalachan'dra Phaand-eikara,IN_COPYRIGHT,GENERALITIES;Polygraphies;Collective works,Kaamadahanada Bhraan'ti Prathamaavrxtti,200657_OU_Kaama ... aan'ti_Prathamaavrxtti.pdf,8.936Mb,Publications,Kannada
Raamasvaamayya Ke,2010-08-10T09:06:33Z,2010-08-10T09:06:33Z,1918//,http://oudl_osmania_ac_in/handle/OUDL/3703,Ke Raamasvaamayya,OUT_OF_COPYRIGHT,GEOGRAPHY;BIOGRAPHY;HISTORY;Biographical and related studies;Biography,Raajaa Raamamoohana Raaya Charitre,198671_OU_Raajaa_Raamamoohana_Raaya_Charitre.pdf,14.18Mb,Publications,Kannada
Raajaratnan' Ji Pi,2010-08-10T09:06:33Z,2010-08-10T09:06:33Z,1945//,http://oudl_osmania_ac_in/handle/OUDL/3704,Shaakya Saahitya Man't'apa,IN_COPYRIGHT,GEOGRAPHY;BIOGRAPHY;HISTORY;History_Science of history;Ancillary sciences;General history;History as a science;Theory and philosophy of history,Cheenaadeishada Gaan'dhi,198645_OU_Cheenaadeishada_Gaan'dhi.pdf,3.872Mb,Publications,Kannada
Ayyan'gaaryarin'da Ji Vi Raamasvaami,2010-08-10T09:15:26Z,2010-08-10T09:15:26Z,1927//,http://oudl_osmania_ac_in/handle/OUDL/3731,Ji Vi Raamasvaami Ayyan'gaaryarin'da,IN_COPYRIGHT,GENERALITIES;Manuscripts;Rare and remarkable works,Naaradaliilaa,198799_OU_Naaradaliilaa.pdf,5.908Mb,Publications,Kannada
Krxshhnd-asvaamiraav Si Es,2010-08-10T09:06:33Z,2010-08-10T09:06:33Z,1922//,http://oudl_osmania_ac_in/handle/OUDL/3705,Ji T'i E Mudraalaya,IN_COPYRIGHT,GEOGRAPHY;BIOGRAPHY;HISTORY;Biographical and related studies;Biography,Vibrahaam Lin'kannina Charitre,198662_OU_Vibrahaam_Lin'kannina_Charitre.pdf,11.02Mb,Publications,Kannada
Gal'aganaatha Vein'kat'eisha Kulakarrnd-i,2010-08-10T09:56:05Z,2010-08-10T09:56:05Z,1938//,http://oudl_osmania_ac_in/handle/OUDL/4094,Vein'kat'eisha Kulakarrnd-i Gal'aganaatha,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Svaraajya Sugan'dha,200149_OU_Svaraajya_Sugan'dha.pdf,17.49Mb,Publications,Kannada
Ven'kat'achaara Bi,2010-08-10T10:17:29Z,2010-08-10T10:17:29Z,1913/02/17,http://oudl_osmania_ac_in/handle/OUDL/4486,Bi Ven'kat'achaara,OUT_OF_COPYRIGHT,GENERALITIES;Polygraphies;Collective works,Padyasaara Dvitiiya Bhaaga,200614_OU_Padyasaara_Dvitiiya_Bhaaga.pdf,16.98Mb,Publications,Kannada
Vaasudeivamuurti Madhugiri,2010-08-10T09:06:34Z,2010-08-10T09:06:34Z,1947//,http://oudl_osmania_ac_in/handle/OUDL/3706,Karnaat'aka San'ghu,IN_COPYRIGHT,LANGUAGE;LINGUISTICS;LITERATURE;Literature;Literary forms;Genres,Paarasii Kaviin'draru,198720_OU_Paarasii_Kaviin'draru.pdf,4.872Mb,Publications,Kannada
Bhat't'a Bi Iishvara,2010-08-10T09:06:35Z,2010-08-10T09:06:35Z,1955//,http://oudl_osmania_ac_in/handle/OUDL/3707,Kannad'a Prapan'cha Prakaashana,IN_COPYRIGHT,GEOGRAPHY;BIOGRAPHY;HISTORY;History_Science of history;Ancillary sciences;General history;History as a science;Theory and philosophy of history,Lookamaanya,198675_OU_Lookamaanya.pdf,6.447Mb,Publications,Kannada
Shaasatri Naaraayand-a,2010-08-10T09:56:06Z,2010-08-10T09:56:06Z,1910//,http://oudl_osmania_ac_in/handle/OUDL/4095,E Raav Bradarsa,OUT_OF_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Chamatkaara Chin'taamand-i Kathe Gran'tha 3,200186_OU_Chama ... and-i_Kathe_Gran'tha_3.pdf,13.22Mb,Publications,Kannada
Raamaasujayyan'gaara Aa,2010-08-10T09:06:35Z,2010-08-10T09:06:35Z,1933//,http://oudl_osmania_ac_in/handle/OUDL/3708,Ji T'i E Pressi,IN_COPYRIGHT,LANGUAGE;LINGUISTICS;LITERATURE;Literature;Literary forms;Genres,Chikadeivaraaya Van'shaaval'i,198605_OU_Chikadeivaraaya_Van'shaaval'i.pdf,11.73Mb,Publications,Kannada
Karjigi Goopaal'a Naaraayand-a,2010-08-10T09:15:26Z,2010-08-10T09:15:26Z,1931//,http://oudl_osmania_ac_in/handle/OUDL/3732,Ya Gu Kulakarnd-i,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Allaahooakabara,198913_OU_Allaahooakabara.pdf,12.06Mb,Publications,Kannada
Aaluura Ven'kat'eisha Bhiimaraava,2010-08-10T09:06:35Z,2010-08-10T09:06:35Z,1930//,http://oudl_osmania_ac_in/handle/OUDL/3709,Raamaraava Hukkeirikara,IN_COPYRIGHT,GEOGRAPHY;BIOGRAPHY;HISTORY;History_Science of history;Ancillary sciences;General history;History as a science;Theory and philosophy of history,Viiraratnagal'u,198632_OU_Viiraratnagal'u.pdf,9.081Mb,Publications,Kannada
Shreiran'ga,2010-08-10T09:06:36Z,2010-08-10T09:06:36Z,1945//,http://oudl_osmania_ac_in/handle/OUDL/3710,Ran'ga Man'ga Prakaashana,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,San'saariga Kan'sa 6,198736_OU_San'saariga_Kan'sa_6.pdf,8.732Mb,Publications,Kannada
Shaasatrii E Aaraa Krxshhnd-a,2010-08-10T09:56:07Z,2010-08-10T09:56:07Z,1937//,http://oudl_osmania_ac_in/handle/OUDL/4096,Maisuura Vishva Vidyaanilaya,IN_COPYRIGHT,GENERALITIES;Polygraphies;Collective works,San'sakrxta Naat'aka Gran'tha 10,200161_OU_San'sakrxta_Naat'aka_Gran'tha_10.pdf,24.21Mb,Publications,Kannada
And-nd-iigeiri E Em,2010-08-10T10:17:30Z,2010-08-10T10:17:30Z,1955/02/17,http://oudl_osmania_ac_in/handle/OUDL/4487,Kannad'a San'shoodhana San'sthe,IN_COPYRIGHT,GENERALITIES;Bibliography and bibliographies Catalogues,Shaasana Saahitya San'chaya,200606_OU_Shaasana_Saahitya_San'chaya.pdf,14.73Mb,Publications,Kannada
Niran'jana,2010-08-10T09:06:36Z,2010-08-10T09:06:36Z,1954//,http://oudl_osmania_ac_in/handle/OUDL/3711,Vaahini Prakaashana,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Ran'gammana Vat'haara,198649_OU_Ran'gammana_Vat'haara.pdf,15.60Mb,Publications,Kannada
Raajaratnan' Ji Pi,2010-08-10T09:06:37Z,2010-08-10T09:06:37Z,1953//,http://oudl_osmania_ac_in/handle/OUDL/3712,Karnd-aat'aka San'ghu,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Baalasarasvati,198652_OU_Baalasarasvati.pdf,14.41Mb,Publications,Kannada
Laqs-meishvara Baa Krx,2010-08-10T09:56:07Z,2010-08-10T09:56:07Z,1940//,http://oudl_osmania_ac_in/handle/OUDL/4097,Manoohara Gran'tha Prakaashana Samiti,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Graamapan'chaanana 41,200154_OU_Graamapan'chaanana_41.pdf,8.522Mb,Publications,Kannada
Shreinivaasa,2010-08-10T09:15:17Z,2010-08-10T09:15:17Z,1951//,http://oudl_osmania_ac_in/handle/OUDL/3713,Satyashoodhana Pustaka Bhan'd'aara,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Kelavu Sand-ndakategal'u,198845_OU_Kelavu_Sand-ndakategal'u.pdf,11.08Mb,Publications,Kannada
Anan'taachaarya Adya,2010-08-10T10:33:50Z,2010-08-10T10:33:50Z,1940/02/17,http://oudl_osmania_ac_in/handle/OUDL/4668,Shreinivaasamuurti,IN_COPYRIGHT,TECHNOLOGY;Biotechnology,Ashht'aan'ga Hrxdaya Bhaaga 1,200665_OU_Ashht'aan'ga_Hrxdaya_Bhaaga_1.pdf,26.11Mb,Publications,Kannada
Baalasarasvatii,2010-08-10T09:15:18Z,2010-08-10T09:15:18Z,1914//,http://oudl_osmania_ac_in/handle/OUDL/3714,Baalasarasvatii,OUT_OF_COPYRIGHT,GENERALITIES;Bibliography and bibliographies Catalogues,Choorachakravarti Prathama Khan'd'a,198853_OU_Choorachakravarti_Prathama_Khan'd'a.pdf,10.61Mb,Publications,Kannada
Siitaaraamayya En' Vi,2010-08-10T09:56:08Z,2010-08-10T09:56:08Z,1942//,http://oudl_osmania_ac_in/handle/OUDL/4098,Es Es En Buk D'ipo,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Bhaagyalaqs-mi,200270_OU_Bhaagyalaqs-mi.pdf,7.332Mb,Publications,Kannada
Sadaashivayya Chi,2010-08-10T09:15:19Z,2010-08-10T09:15:19Z,1951//,http://oudl_osmania_ac_in/handle/OUDL/3715,Anan'd Bradarsa,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Maan'galya,198767_OU_Maan'galya.pdf,5.781Mb,Publications,Kannada
Man'geisharaav Ugraand-a,2010-08-10T10:17:31Z,2010-08-10T10:17:31Z,1930/02/16,http://oudl_osmania_ac_in/handle/OUDL/4488,Baasel Mishan Pres,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Saahitya Mand-emaale,200528_OU_Saahitya_Mand-emaale.pdf,6.304Mb,Publications,Kannada
Sarasvati Baala,2010-08-10T09:15:19Z,2010-08-10T09:15:19Z,1931//,http://oudl_osmania_ac_in/handle/OUDL/3716,Ji Siddappa,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Gurutukan'd'a Kal'l'a 2,198874_OU_Gurutukan'd'a_Kal'l'a_2.pdf,4.592Mb,Publications,Kannada
Aiyyan'gaara Raamasvaami,2010-08-10T09:56:08Z,2010-08-10T09:56:08Z,1941//,http://oudl_osmania_ac_in/handle/OUDL/4099,Manoohara Gran'tha Prakaashana,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Vaiyyaari 47,200239_OU_Vaiyyaari_47.pdf,22.97Mb,Publications,Kannada
Bhat't'a Shan'kara,2010-08-10T09:15:20Z,2010-08-10T09:15:20Z,1932//,http://oudl_osmania_ac_in/handle/OUDL/3717,Baalasaahitya Man'd'ala,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Yajng-akun'd'a,198879_OU_Yajng-akun'd'a.pdf,9.805Mb,Publications,Kannada
Raamakrxshhnd-a Ke Bi,2010-08-10T09:15:20Z,2010-08-10T09:15:20Z,1926//,http://oudl_osmania_ac_in/handle/OUDL/3718,Baalasaahitya Man'd'ala,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Kaliyugada Bhiishhma,198877_OU_Kaliyugada_Bhiishhma.pdf,5.760Mb,Publications,Kannada
Varagiri,2010-08-10T09:56:09Z,2010-08-10T09:56:09Z,1949//,http://oudl_osmania_ac_in/handle/OUDL/4100,Manoohara Gran'tha Prakaashana Samiti,IN_COPYRIGHT,GENERALITIES;Bibliography and bibliographies Catalogues,Gan'gaasaani 98,200293_OU_Gan'gaasaani_98.pdf,12.47Mb,Publications,Kannada
Deivud'u,2010-08-10T09:15:20Z,2010-08-10T09:15:20Z,1953//,http://oudl_osmania_ac_in/handle/OUDL/3719,Vaahini Prakaashana,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Malli,198832_OU_Malli.pdf,19.55Mb,Publications,Kannada
Raamaanujayyan'gaara Mn' Aa,2010-08-10T10:17:31Z,2010-08-10T10:17:31Z,1916/02/17,http://oudl_osmania_ac_in/handle/OUDL/4489,Mn' Aa Raamaanujayyan'gaara,OUT_OF_COPYRIGHT,GENERALITIES;Bibliography and bibliographies Catalogues,Dhruvacharitre,200616_OU_Dhruvacharitre.pdf,480.9Kb,Publications,Kannada
Sadaashivaraayaru Garud'a,2010-08-10T09:15:21Z,2010-08-10T09:15:21Z,1933//,http://oudl_osmania_ac_in/handle/OUDL/3720,Cha Vi Varshha,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Satyasan'kalpa,198775_OU_Satyasan'kalpa.pdf,18.08Mb,Publications,Kannada
Bhat't'a Shi Haridaara,2010-08-10T09:56:09Z,2010-08-10T09:56:09Z,1955//,http://oudl_osmania_ac_in/handle/OUDL/4101,Pratibhaa Gran'tha Maale,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Chan'drahaara 7,200176_OU_Chan'drahaara_7.pdf,20.65Mb,Publications,Kannada
Bhaaratiisuta,2010-08-10T09:15:22Z,2010-08-10T09:15:22Z,1954//,http://oudl_osmania_ac_in/handle/OUDL/3721,Kannad'a Prapan'cha Prakaashana,IN_COPYRIGHT,GENERALITIES;Polygraphies;Collective works,Doremagal'u,198812_OU_Doremagal'u.pdf,8.889Mb,Publications,Kannada
Bhat't'a Shan'bhu Shan'bhu,2010-08-10T10:33:50Z,2010-08-10T10:33:50Z,1932/02/17,http://oudl_osmania_ac_in/handle/OUDL/4669,Es Es Saaliimat'ha,IN_COPYRIGHT,TECHNOLOGY;Agriculture and related sciences and techniques;Forestry;Farming;Wildlife exploitation,Hand-nd-ina Toot'agal'u Bhaaga 1,200660_OU_Hand-nd-ina_Toot'agal'u_Bhaaga_1.pdf,16.69Mb,Publications,Kannada
Tiruka,2010-08-10T09:15:22Z,2010-08-10T09:15:22Z,1955//,http://oudl_osmania_ac_in/handle/OUDL/3722,Anaatha Seivaashrama,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Sharmayoogi 1,198787_OU_Sharmayoogi_1.pdf,9.199Mb,Publications,Kannada
Naageisha,2010-08-10T09:56:10Z,2010-08-10T09:56:10Z,1932//,http://oudl_osmania_ac_in/handle/OUDL/4102,Ya Gu Kulakarnd-i,IN_COPYRIGHT,GENERALITIES;Polygraphies;Collective works,Praarabdha Prahaara,200130_OU_Praarabdha_Prahaara.pdf,4.598Mb,Publications,Kannada
Shaasatri Es Ji,2010-08-10T09:15:23Z,2010-08-10T09:15:23Z,1952//,http://oudl_osmania_ac_in/handle/OUDL/3723,Karnd-aat'aka San'gha,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Monna Vanna,198780_OU_Monna_Vanna.pdf,9.282Mb,Publications,Kannada
Taaraanaatha Shrei,2010-08-10T09:15:23Z,2010-08-10T09:15:23Z,1931//,http://oudl_osmania_ac_in/handle/OUDL/3724,Preima Saahitya San'ghu,IN_COPYRIGHT,GENERALITIES;Manuscripts;Rare and remarkable works,Moohanaasatra,198896_OU_Moohanaasatra.pdf,7.044Mb,Publications,Kannada
Bhairaveishvara,2010-08-10T09:56:10Z,2010-08-10T09:56:10Z,1954//,http://oudl_osmania_ac_in/handle/OUDL/4103,Aasthaana Virdvaa,IN_COPYRIGHT,GENERALITIES;Bibliography and bibliographies Catalogues,Kathaasuutra Ratnaakara Bhaaga 1,200245_OU_Kathaasuutra_Ratnaakara_Bhaaga_1.pdf,7.724Mb,Publications,Kannada
Ayyan'gaara Bi Es Raamasvaami,2010-08-10T09:15:23Z,2010-08-10T09:15:23Z,1938//,http://oudl_osmania_ac_in/handle/OUDL/3725,Bi Es Raamasvaami Ayyan'gaara,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Loobhi Kaarshhand-ya,198865_OU_Loobhi_Kaarshhand-ya.pdf,5.959Mb,Publications,Kannada
Bhaaratiipreiya,2010-08-10T09:15:24Z,2010-08-10T09:15:24Z,1954//,http://oudl_osmania_ac_in/handle/OUDL/3726,Bhaaratiipreiya,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Raagind-i,198919_OU_Raagind-i.pdf,16.80Mb,Publications,Kannada
Sunan'damma T'a,2010-08-10T09:15:27Z,2010-08-10T09:15:27Z,1952//,http://oudl_osmania_ac_in/handle/OUDL/3733,Vijaya Saahitya,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Aadarshada Aad'an'bara,198903_OU_Aadarshada_Aad'an'bara.pdf,2.371Mb,Publications,Kannada
Kaal'i Bhi Pa,2010-08-10T09:56:11Z,2010-08-10T09:56:11Z,1930//,http://oudl_osmania_ac_in/handle/OUDL/4104,Bhi Pa Kaal'i,IN_COPYRIGHT,GENERALITIES;Bibliography and bibliographies Catalogues,Naraviira Kaasiima,200171_OU_Naraviira_Kaasiima.pdf,14.98Mb,Publications,Kannada
Sarasvati Baala,2010-08-10T09:15:27Z,2010-08-10T09:15:27Z,1931//,http://oudl_osmania_ac_in/handle/OUDL/3734,Baalasarasvatii Gran'thamaalaa,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Bennahattida Beitaal'a 2,198859_OU_Bennahattida_Beitaal'a_2.pdf,15.92Mb,Publications,Kannada
Bhaaratiisuta,2010-08-10T09:15:28Z,2010-08-10T09:15:28Z,1940//,http://oudl_osmania_ac_in/handle/OUDL/3735,Ya Gu Kulakarand-i,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Saadhana Kut'iira,198851_OU_Saadhana_Kut'iira.pdf,21.27Mb,Publications,Kannada
Karpuura Raamachan'dra Tryan'baka,2010-08-10T09:56:11Z,2010-08-10T09:56:11Z,1927//,http://oudl_osmania_ac_in/handle/OUDL/4105,Raamachan'dra Tryan'baka Karpuura,IN_COPYRIGHT,GENERALITIES;Bibliography and bibliographies Catalogues,Saadhu Sadaashiva Liile 2,200173_OU_Saadhu_Sadaashiva_Liile_2.pdf,3.430Mb,Publications,Kannada
Sadaashivaraayaru Garud'a,2010-08-10T09:15:28Z,2010-08-10T09:15:28Z,1941//,http://oudl_osmania_ac_in/handle/OUDL/3736,Raa Shrei Hukkeirikara,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Kraan'ti,198773_OU_Kraan'ti.pdf,9.837Mb,Publications,Kannada
Deishapaan'd'e Krx Naa,2010-08-10T10:33:51Z,2010-08-10T10:33:51Z,1947/02/17,http://oudl_osmania_ac_in/handle/OUDL/4670,Lon'gaman's Griin Mattu Kan'peni,IN_COPYRIGHT,NATURAL SCIENCES;Chemistry;Crystallography;Mineralogy,Rasaayanashaastaravu Bhaaga 2,200679_OU_Rasaayanashaastaravu_Bhaaga_2.pdf,5.504Mb,Publications,Kannada
Hulikavi Bhiimaaji Jiivaaji,2010-08-10T09:15:29Z,2010-08-10T09:15:29Z,1900//,http://oudl_osmania_ac_in/handle/OUDL/3737,Bhiimaaji Jiivaaji Hulikavi,OUT_OF_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Preima Man'dira,198861_OU_Preima_Man'dira.pdf,4.825Mb,Publications,Kannada
Siitaaraam Ko Su,2010-08-10T09:56:12Z,2010-08-10T09:56:12Z,1955//,http://oudl_osmania_ac_in/handle/OUDL/4106,Rasika Ran'jini Prakaashana,IN_COPYRIGHT,GENERALITIES;Bibliography and bibliographies Catalogues,Hosa Meineijaru,200287_OU_Hosa_Meineijaru.pdf,25.40Mb,Publications,Kannada
Rachisidudu Shreinivaasanu,2010-08-10T09:15:30Z,2010-08-10T09:15:30Z,1923//,http://oudl_osmania_ac_in/handle/OUDL/3738,Ben'gal'uuru Pres,IN_COPYRIGHT,GENERALITIES;Polygraphies;Collective works,Saavitri,198760_OU_Saavitri.pdf,2.393Mb,Publications,Kannada
Hal'akat't'a Gu,2010-08-10T10:17:33Z,2010-08-10T10:17:33Z,1933/02/16,http://oudl_osmania_ac_in/handle/OUDL/4492,Shivaanubhava Gran'tha Maala,IN_COPYRIGHT,GENERALITIES;Bibliography and bibliographies Catalogues,Hariharana Ragal'egal'u Bhaaga 2,200558_OU_Hariharana_Ragal'egal'u_Bhaaga_2.pdf,2.594Mb,Publications,Kannada
Shaasatri Es Ji,2010-08-10T09:15:30Z,2010-08-10T09:15:30Z,1936//,http://oudl_osmania_ac_in/handle/OUDL/3739,Bi En' Shreikan't'hayya,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Suutrada Bon'be,198761_OU_Suutrada_Bon'be.pdf,8.789Mb,Publications,Kannada
Ayyan'gaaraa Raamasvaami,2010-08-10T09:56:12Z,2010-08-10T09:56:12Z,1950//,http://oudl_osmania_ac_in/handle/OUDL/4107,Maaruti Pustaka Man'dira,IN_COPYRIGHT,GENERALITIES;Bibliography and bibliographies Catalogues,Vatsale,200277_OU_Vatsale.pdf,10.94Mb,Publications,Kannada
Charand-a Shrei,2010-08-10T09:15:30Z,2010-08-10T09:15:30Z,1950//,http://oudl_osmania_ac_in/handle/OUDL/3740,Puurnd-imaa Saahitya Man'dira,IN_COPYRIGHT,GENERALITIES;Manuscripts;Rare and remarkable works,Dviipa Rahasya,198803_OU_Dviipa_Rahasya.pdf,7.655Mb,Publications,Kannada
Shreinivaasa,2010-08-10T09:15:31Z,2010-08-10T09:15:31Z,1932//,http://oudl_osmania_ac_in/handle/OUDL/3741,Satyashoodhana Pustaka Bhan'd'aara,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Shiva Chhatrapati,198844_OU_Shiva_Chhatrapati.pdf,4.409Mb,Publications,Kannada
Kaaran'ta Shivarama,2010-08-10T09:56:12Z,2010-08-10T09:56:12Z,1932//,http://oudl_osmania_ac_in/handle/OUDL/4108,Baalasaahitya Man'd'ala Limit'ed',IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Haavu 2,200233_OU_Haavu_2.pdf,5.919Mb,Publications,Kannada
Ven'kat'araamayya Si Ke,2010-08-10T09:15:31Z,2010-08-10T09:15:31Z,1943//,http://oudl_osmania_ac_in/handle/OUDL/3742,Manoohara Gran'tha Prakaashana Samiti,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Tenaali Raamakrxshhnd-a,198790_OU_Tenaali_Raamakrxshhnd-a.pdf,7.624Mb,Publications,Kannada
Shaasatri Basappa,2010-08-10T10:17:34Z,2010-08-10T10:17:34Z,1920/02/16,http://oudl_osmania_ac_in/handle/OUDL/4493,Ve Bi Subbayya An'd' San's,OUT_OF_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Saavitriya Charitre,200599_OU_Saavitriya_Charitre.pdf,2.262Mb,Publications,Kannada
Dattamuurti Deisaayi,2010-08-10T09:15:32Z,2010-08-10T09:15:32Z,1955//,http://oudl_osmania_ac_in/handle/OUDL/3743,Manoohara Gran'tha Bhaan'd'aara,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Huu Bal'l'i,198744_OU_Huu_Bal'l'i.pdf,1.228Mb,Publications,Kannada
Krxshhnd-araav Naad'igeiraa,2010-08-10T09:56:13Z,2010-08-10T09:56:13Z,1951//,http://oudl_osmania_ac_in/handle/OUDL/4109,Shaaradaa Prakat'anaalaya,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Haal'u Muul'u 19,200225_OU_Haal'u_Muul'u_19.pdf,5.255Mb,Publications,Kannada
Dod'd'amani Shiveishvara,2010-08-10T09:15:32Z,2010-08-10T09:15:32Z,1951//,http://oudl_osmania_ac_in/handle/OUDL/3744,Puroogaami Prakaashana,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Namma Nad'uvina Good'e,198842_OU_Namma_Nad'uvina_Good'e.pdf,6.276Mb,Publications,Kannada
Narasin'haachaara Pu Ti,2010-08-10T10:33:51Z,2010-08-10T10:33:51Z,1945/02/17,http://oudl_osmania_ac_in/handle/OUDL/4671,Kaavyaalaya,IN_COPYRIGHT,GENERALITIES;Manuscripts;Rare and remarkable works,Gookula Nirgamana,200671_OU_Gookula_Nirgamana.pdf,2.993Mb,Publications,Kannada
Ven'kat'araam Bi Es,2010-08-10T09:15:32Z,2010-08-10T09:15:32Z,1944//,http://oudl_osmania_ac_in/handle/OUDL/3745,Bhaayaa Bhan'd'aara,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Bal'asan'chu,198784_OU_Bal'asan'chu.pdf,4.223Mb,Publications,Kannada
Gal'in'da Vi Laqs-miinrxsin'ha Shaasatri,2010-08-10T09:56:13Z,2010-08-10T09:56:13Z,1934//,http://oudl_osmania_ac_in/handle/OUDL/4110,Karnd-aat'aka Prakat'anaalaya,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Shheiksapiyaraa Naat'aka Kathegal'u Naalku,200147_OU_Shhei ... 'aka_Kathegal'u_Naalku.pdf,7.932Mb,Publications,Kannada
Kulakarand-i Shan'karaava,2010-08-10T09:15:33Z,2010-08-10T09:15:33Z,1931//,http://oudl_osmania_ac_in/handle/OUDL/3746,Gand-eisha Murahara Shivapuuji,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Satiishiroomand-i,198772_OU_Satiishiroomand-i.pdf,11.17Mb,Publications,Kannada
Kaaleijina Sen't'ral,2010-08-10T10:17:34Z,2010-08-10T10:17:34Z,1955/02/16,http://oudl_osmania_ac_in/handle/OUDL/4494,Karnd-aat'aka San'gha,IN_COPYRIGHT,NATURAL SCIENCES;Generalities about the pure sciences,Janapriya Vijaang-ana,200545_OU_Janapriya_Vijaang-ana.pdf,8.055Mb,Publications,Kannada
Raav Bi Raamaa,2010-08-10T09:15:33Z,2010-08-10T09:15:33Z,1918//,http://oudl_osmania_ac_in/handle/OUDL/3747,Bi Raamaa Raav,OUT_OF_COPYRIGHT,GENERALITIES;Bibliography and bibliographies Catalogues,Shreimatii Parind-aya Naat'akan',198759_OU_Shreimatii_Parind-aya_Naat'akan'.pdf,6.176Mb,Publications,Kannada
Raamachan'draachaaraa Ke,2010-08-10T09:56:14Z,2010-08-10T09:56:14Z,1952//,http://oudl_osmania_ac_in/handle/OUDL/4111,Ushhaa Saahitya Maale,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Baal'uveya Mad'ilalli 24,200235_OU_Baal'uveya_Mad'ilalli_24.pdf,14.85Mb,Publications,Kannada
