identifier,file,mediatype,collection,title,creator,publisher,language,description,contributor,date,subject[0],subject[1],subject[3],licenseurl,scanner,source
Tarangind-ii-Amrxtagarala-1950,Tarangind-ii-Amrxtagarala.pdf,texts,opensource,ಅಮೃತಗರಳ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Tarangind-ii-Amrxtagarala,Digital Library of India,1950,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364574
Tarangind-ii-Viyoogini-1945,Tarangind-ii-Viyoogini.pdf,texts,opensource,ತರಂಗಿಣೀ ವಿಯೋಗಿನಿ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Tarangind-ii-Viyoogini,Digital Library of India,1945,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364575
Tatvajiivi-10-1948,Tatvajiivi-10.pdf,texts,opensource,ತತ್ವ ಜೀವಿ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Tatvajiivi-10,Digital Library of India,1948,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362684
Tatvatrayam-2001,Tatvatrayam.pdf,texts,opensource,ತತ್ವತ್ರಯಂ,ರಮ ಶ್ರೀನಿವಾಸನ್,ಮಿತ್ರಮಾಧ್ಯಮ,kan,Tatvatrayam,Digital Library of India,2001,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,S.V. Digital Library- Tirupati,http://www.dli.ernet.in/handle/2015/382293
Tenaali-Raamakrxshhnd-a-1943,Tenaali-Raamakrxshhnd-a.pdf,texts,opensource,ತೆನಾಲಿ ರಾಮಕೃಷ್ಣ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Tenaali-Raamakrxshhnd-a,Digital Library of India,1943,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364514
Teremareya-Chitragalu-1941,Teremareya-Chitragalu.pdf,texts,opensource,ತೆರೆಮರೆಯ ಚಿತ್ರಗಳು,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Teremareya-Chitragalu,Digital Library of India,1941,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364630
Tereya-Mareyalli-1936,Tereya-Mareyalli.pdf,texts,opensource,ತೆರೆಯ ಮರೆಯಲ್ಲಿ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Tereya-Mareyalli,Digital Library of India,1936,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362858
Theerthashethra-Mahima-2001,Theerthashethra-Mahima.pdf,texts,opensource,ತೀರ್ಥಕ್ಷೇತ್ರ ಮಹಿಮೆ,ಶ್ರೀಮತಿ ದೊಡ್ಡಿ ಸುಧಾಬಾಯಿ,ಮಿತ್ರಮಾಧ್ಯಮ,kan,Theerthashethra-Mahima,Digital Library of India,2001,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,S.V. Digital Library- Tirupati,http://www.dli.ernet.in/handle/2015/382231
Tibittina-Yaage-1955,Tibittina-Yaage.pdf,texts,opensource,ಟಿಬೆಟ್ಟಿನ ಯೋಗಿ ಮಿಲರೇಪ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Tibittina-Yaage,Digital Library of India,1955,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364704
Tiirida-Aase-1954,Tiirida-Aase.pdf,texts,opensource,ತೀರಿದ ಆಸೆ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Tiirida-Aase,Digital Library of India,1954,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362609
Tiirtha-Kshheitramahimaa-1948,Tiirtha-Kshheitramahimaa.pdf,texts,opensource,ತೀರ್ಥಕ್ಷೇತ್ರ ಮಹಿಮೆ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Tiirtha-Kshheitramahimaa,Digital Library of India,1948,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363609
Tirakara-Pidugu-1930,Tirakara-Pidugu.pdf,texts,opensource,ತಿರಕನ ಪಿಡುಗು,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Tirakara-Pidugu,Digital Library of India,1930,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363420
Tirupaand-i-5-1937,Tirupaand-i-5.pdf,texts,opensource,ತಿರುಪ್ಪಾಣಿ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Tirupaand-i-5,Digital Library of India,1937,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364608
Tiruppavai-Geetamale-2000,Tiruppavai-Geetamale.pdf,texts,opensource,ತಿರುಪ್ಪಾವೈ ಗೀತಮಾಲೆ,ಗೋಪಾಲ ದಾಸ,ಯು.ಡಿ.ಎಲ್ ಟಿ.ಟಿ.ಡಿ ತಿರುಪತಿ,kan,Tiruppavai-Geetamale,Digital Library of India,2000,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,S.V. Digital Library- Tirupati,http://www.dli.ernet.in/handle/2015/382294
Tiruppavai-Sandesha-1999,Tiruppavai-Sandesha.pdf,texts,opensource,ತಿರುಪ್ಪಾವೈ ಸಂದೇಶ,ಎಂ. ಡಿ. ವೇದವಲ್ಲಿ,ಯು.ಡಿ.ಎಲ್ ಟಿ.ಟಿ.ಡಿ ತಿರುಪತಿ,kan,Tiruppavai-Sandesha,Digital Library of India,1999,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,S.V. Digital Library- Tirupati,http://www.dli.ernet.in/handle/2015/382084
Torave-Raamaayand-a-1939,Torave-Raamaayand-a.pdf,texts,opensource,ತೊರವೆ ರಾಮಾಯಣದ ಸಾರಸಂಗ್ರಹ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Torave-Raamaayand-a,Digital Library of India,1939,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363122
Traatikaa-Naataka-1929,Traatikaa-Naataka.pdf,texts,opensource,ತ್ರಾಟಿಕಾ ನಾಟಕ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Traatikaa-Naataka,Digital Library of India,1929,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363375
Tripura-Dahana-1933,Tripura-Dahana.pdf,texts,opensource,ತ್ರಿಪುರ ದಹನ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Tripura-Dahana,Digital Library of India,1933,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363392
Trisala-Vanragalu-1991,Trisala-Vanragalu.pdf,texts,opensource,ತ್ರಿಕಾಲ ವರ್ಣಗಳು ಭಾಗ ೩,ಆರ್. ತ್ರಿನಾಧ,ಮಿತ್ರಮಾಧ್ಯಮ,kan,Trisala-Vanragalu,Digital Library of India,1991,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,S.V. Digital Library- Tirupati,http://www.dli.ernet.in/handle/2015/382296
Trishanku-Svarga-1931,Trishanku-Svarga.pdf,texts,opensource,ತ್ರಿಶಂಕು ಸ್ವರ್ಗ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Trishanku-Svarga,Digital Library of India,1931,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364586
Tukaaraama-Grantha-1934,Tukaaraama-Grantha.pdf,texts,opensource,ತುಕಾರಾಮ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Tukaaraama-Grantha,Digital Library of India,1934,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363426
Tulasidaasa-Raamaayand-a-1928,Tulasidaasa-Raamaayand-a.pdf,texts,opensource,ತುಳಸಿದಾಸ ರಾಮಾಯಣ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Tulasidaasa-Raamaayand-a,Digital Library of India,1928,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363332
Tulasii-Raamaayand-a-1926,Tulasii-Raamaayand-a.pdf,texts,opensource,ತುಳಸೀ ರಾಮಾಯಣ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Tulasii-Raamaayand-a,Digital Library of India,1926,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363586
Tyaaga-1954,Tyaaga.pdf,texts,opensource,ತ್ಯಾಗ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Tyaaga,Digital Library of India,1954,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364781
Udayaraaga-Pushhpa-1934,Udayaraaga-Pushhpa.pdf,texts,opensource,ಉದಯರಾಗ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Udayaraaga-Pushhpa,Digital Library of India,1934,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364774
Udghooshha-1947-1947,Udghooshha-1947.pdf,texts,opensource,ಉಧ್ಘೋಷ ೧೯೪೭,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Udghooshha-1947,Digital Library of India,1947,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363095
UdipiSriKrishnaKrutimanjari-1987,UdipiSriKrishnaKrutimanjari.pdf,texts,opensource,ಉಡುಪಿ ಶ್ರೀ ಕೃಷ್ಣ ಕೃತಿಮಂಜರಿ,ಹೆಚ್. ಪಿ. ನಾಗರಾಜ ರಾವ್,ಮಿತ್ರಮಾಧ್ಯಮ,kan,UdipiSriKrishnaKrutimanjari,Digital Library of India,1987,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,S.V. Digital Library- Tirupati,http://www.dli.ernet.in/handle/2015/382138
Udyoogaparva-Vol-1955,Udyoogaparva-Vol.pdf,texts,opensource,ಉದ್ಯೋಗಪರ್ವ ಭಾಗ ೧,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Udyoogaparva-Vol,Digital Library of India,1955,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363238
Uluvavanigei-Jamiinu-1954,Uluvavanigei-Jamiinu.pdf,texts,opensource,ಉಳುವವನಿಗೇ ಜಮೀನು,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Uluvavanigei-Jamiinu,Digital Library of India,1954,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364691
Umaa-Shashi-1952,Umaa-Shashi.pdf,texts,opensource,ಉಮಾ ಶಶಿ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Umaa-Shashi,Digital Library of India,1952,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364490
Umarana-Osage-1930,Umarana-Osage.pdf,texts,opensource,ಉಮರನ ಒಸಗೆ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Umarana-Osage,Digital Library of India,1930,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363106
Upaasanaabhaaga-10-1950,Upaasanaabhaaga-10.pdf,texts,opensource,ಉಪಾಸನಾ ಭಾಗ ೧೦,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Upaasanaabhaaga-10,Digital Library of India,1950,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363476
Upadeishasaahasri-Gadya-1932,Upadeishasaahasri-Gadya.pdf,texts,opensource,ಉಪದೇಶಸಾಹಸ್ರಿ ಗದ್ಯ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Upadeishasaahasri-Gadya,Digital Library of India,1932,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363371
Upaneetarige-Upayukta-1995,Upaneetarige-Upayukta.pdf,texts,opensource,ಉಪನೀತರಿಗೆ ಉಪಯುಕ್ತ ಉಪದೇಶ,ಎಸ್. ಎಂ. ಶ್ರೀನಿವಾಸ್,ಯು.ಡಿ.ಎಲ್ ಟಿ.ಟಿ.ಡಿ ತಿರುಪತಿ,kan,Upaneetarige-Upayukta,Digital Library of India,1995,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,S.V. Digital Library- Tirupati,http://www.dli.ernet.in/handle/2015/382297
Upanishhadbhaashhyagalu-1-1945,Upanishhadbhaashhyagalu-1.pdf,texts,opensource,ಉಪನಿಷದ್ ಭಾಷ್ಯಗಳು ೧,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Upanishhadbhaashhyagalu-1,Digital Library of India,1945,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363272
Upanishhadbhaashhyagalu-3-1947,Upanishhadbhaashhyagalu-3.pdf,texts,opensource,ಉಪನಿಷದ್ ಭಾಷ್ಯಗಳು ೩,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Upanishhadbhaashhyagalu-3,Digital Library of India,1947,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363273
Upanishhadbhaashhyagalu-4-1953,Upanishhadbhaashhyagalu-4.pdf,texts,opensource,ಉಪನಿಷದ್ ಭಾಷ್ಯಗಳು ೪,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Upanishhadbhaashhyagalu-4,Digital Library of India,1953,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363276
Upanishhadbhaashhyagalu-5-1954,Upanishhadbhaashhyagalu-5.pdf,texts,opensource,ಉಪನಿಷದ್ ಭಾಷ್ಯಗಳು ೫,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Upanishhadbhaashhyagalu-5,Digital Library of India,1954,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363264
Upanishhadbhaashhyagalu-6-1955,Upanishhadbhaashhyagalu-6.pdf,texts,opensource,ಉಪನಿಷದ್ ಭಾಷ್ಯಗಳು ೬,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Upanishhadbhaashhyagalu-6,Digital Library of India,1955,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363265
Upanishhadbhaashhyagalu-Sanputa-1946,Upanishhadbhaashhyagalu-Sanputa.pdf,texts,opensource,ಉಪನಿಷದ್ ಭಾಷ್ಯಗಳು ೬,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Upanishhadbhaashhyagalu-Sanputa,Digital Library of India,1946,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363274
Upanishhat-Rahasyavu-1928,Upanishhat-Rahasyavu.pdf,texts,opensource,ಉಪನಿಷತ್ ರಹಸ್ಯವು,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Upanishhat-Rahasyavu,Digital Library of India,1928,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363233
Upanishhatkathaavali-1942,Upanishhatkathaavali.pdf,texts,opensource,ಉಪನಿಷತ್ಕಥಾವಳಿ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Upanishhatkathaavali,Digital Library of India,1942,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363652
Upanishhatsaara-Sudhaakara-1900,Upanishhatsaara-Sudhaakara.pdf,texts,opensource,ಉಪನಿಷತ್ ಸಾರ ಸುಧಾಕರ ಮತ್ತು ಮಹಾವಾಕ್ಯ ರತ್ನಾವಳಿ,ಶ್ರೀ ಆದಿದೇವಾನಂದಗಿರಿ ಸ್ವಾಮೀಜಿ,ಜೆ. ಬಾಪಟ್,kan,Upanishhatsaara-Sudhaakara,Digital Library of India,1900,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/325314
Uragadri-Vasa-1985,Uragadri-Vasa.pdf,texts,opensource,ಉರಗಾದ್ರಿ ವಾಸ ವಿಠ್ಠಲ ದಾಸ ಕೃತಿಗಳು,ಕೃಷ್ಣರಾವ್. ಕೆ.ಎಮ್,ಮಿತ್ರಮಾಧ್ಯಮ,kan,Uragadri-Vasa,Digital Library of India,1985,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,S.V. Digital Library- Tirupati,http://www.dli.ernet.in/handle/2015/382298
Ushhaa-Svapna-1948,Ushhaa-Svapna.pdf,texts,opensource,ಉಷಾ ಸ್ವಪ್ನ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Ushhaa-Svapna,Digital Library of India,1948,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363252
Utkala-Vijaya-1937,Utkala-Vijaya.pdf,texts,opensource,ಉತ್ಕಲ ವಿಜಯ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Utkala-Vijaya,Digital Library of India,1937,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362756
Uttara-Raamacharitam-1952,Uttara-Raamacharitam.pdf,texts,opensource,ಉತ್ತರ ರಾಮಚರಿತಂ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Uttara-Raamacharitam,Digital Library of India,1952,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364639
Uttara-Raamacharitra-1924,Uttara-Raamacharitra.pdf,texts,opensource,ಉತ್ತರ ರಾಮಚರಿತ ಕಥೆ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Uttara-Raamacharitra,Digital Library of India,1924,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362705
Uttara-Saavitri-1947,Uttara-Saavitri.pdf,texts,opensource,ಉತ್ತರ ಸಾವಿತ್ರಿ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Uttara-Saavitri,Digital Library of India,1947,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364809
Uttaraayand-a-1955,Uttaraayand-a.pdf,texts,opensource,ಉತ್ತರಾಯಣ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Uttaraayand-a,Digital Library of India,1955,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363248
Uurmile-1936,Uurmile.pdf,texts,opensource,ಊರ್ಮಿಳೆ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Uurmile,Digital Library of India,1936,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364664
Uurvashi-1940,Uurvashi.pdf,texts,opensource,ಊರ್ವಶಿ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Uurvashi,Digital Library of India,1940,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362759
Uyyaale-1938,Uyyaale.pdf,texts,opensource,ಉಯ್ಯಾಲೆ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Uyyaale,Digital Library of India,1938,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363181
